rank,author_id,text,created_at,date,time,author_name,url,sentiment,class
top5,ua@osintua.eu,"<p>TRANSLATION :<br>""Russia has neither the military, nor the economic, nor the political potential to attempt a large-scale offensive anywhere in Ukraine,"" Kyrylo Budanov.  <br>   <br>Russian terrorists are trying to accumulate a certain stockpile of missiles to disrupt the Ukrainian counteroffensive. But the Russians are running out of missiles.   <br>  <br>However, the aggressor state is still capable of conduct <br>Media : <a href=""https://ukraine.osintukraine.com/media/2023-05-07/437752.jpg"" rel=""nofollow noopener noreferrer"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">ukraine.osintukraine.com/media</span><span class=""invisible"">/2023-05-07/437752.jpg</span></a> <br>Archive : <a href=""https://ukraine.osintukraine.com/2023-05_12.html#437752"" rel=""nofollow noopener noreferrer"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">ukraine.osintukraine.com/2023-</span><span class=""invisible"">05_12.html#437752</span></a></p>",2023-05-07 10:55:46+00:00,2023-05-07,0:55:46+,AmplifyUkraine,https://osintua.eu/@ua/110327034413759299,negative,mastodon
top5,ua@osintua.eu,"<p>TRANSLATION :<br>The owner of the Wagner PMC, Yevhen Prygozhyn, said that he was promised as much weapons and ammunition as he needed to fight in Bakhmut.  <br>  <br>On the night of May 5, Prigozhin cursed at Russian Defense Minister Sergei Shoigu and Chief of the General Staff Valery Gerasimov against the backdrop of mercenaries' corpses. According to him, the shortage of ammunition in the Wagner PMC reac <br>Media :  <br>Archive : <a href=""https://ukraine.osintukraine.com/2023-05_12.html#437782"" rel=""nofollow noopener noreferrer"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">ukraine.osintukraine.com/2023-</span><span class=""invisible"">05_12.html#437782</span></a></p>",2023-05-07 11:00:04+00:00,2023-05-07,1:00:04+,AmplifyUkraine,https://osintua.eu/@ua/110327051369181174,negative,mastodon
top5,ua@osintua.eu,"<p>TRANSLATION :<br>🔥 A fire that started in gunpowder warehouses in the village of Pervomaiskoye, Sverdlovsk region, could spread to the neighboring villages of Lipovskoye and Koltash.  <br>  <br>Saboteurs tried to disable equipment at the Chelyabinsk Region railroad, setting relay cabinets on fire last night.  <br>  <br><a href=""https://t.me/operativnoZSU"" rel=""nofollow noopener noreferrer"" target=""_blank""><span class=""invisible"">https://</span><span class="""">t.me/operativnoZSU</span><span class=""invisible""></span></a><br>ORIGINAL :<br>🔥 Пожежа, що почалася на складах із порохом у селищі П <br>Media : <a href=""https://ukraine.osintukraine.com/media/2023-05-07/437756.jpg"" rel=""nofollow noopener noreferrer"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">ukraine.osintukraine.com/media</span><span class=""invisible"">/2023-05-07/437756.jpg</span></a> <br>Archive : <a href=""https://ukraine.osintukraine.com/2023-05_12.html#437756"" rel=""nofollow noopener noreferrer"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">ukraine.osintukraine.com/2023-</span><span class=""invisible"">05_12.html#437756</span></a></p>",2023-05-07 11:16:00+00:00,2023-05-07,1:16:00+,AmplifyUkraine,https://osintua.eu/@ua/110327114013295966,negative,mastodon
top5,ua@osintua.eu,"<p>TRANSLATION :<br>The U.S. asked Turkey for access to the S-400 anti-aircraft missile systems purchased from Russia, but Ankara refused, Turkish Foreign Minister Mevlut Cavusoglu said<br>  <br>""The U.S. asked for access to the S-400s to study them. But it was unacceptable for us, it contradicted our independent policy. We refused,"" Çavuşoğlu told Habertürk television.   <br>  <br>In addition, Çavuşoğlu said that  <br>Media : <a href=""https://ukraine.osintukraine.com/media/2023-05-07/437790.jpg"" rel=""nofollow noopener noreferrer"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">ukraine.osintukraine.com/media</span><span class=""invisible"">/2023-05-07/437790.jpg</span></a> <br>Archive : <a href=""https://ukraine.osintukraine.com/2023-05_12.html#437790"" rel=""nofollow noopener noreferrer"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">ukraine.osintukraine.com/2023-</span><span class=""invisible"">05_12.html#437790</span></a></p>",2023-05-07 11:40:35+00:00,2023-05-07,1:40:35+,AmplifyUkraine,https://osintua.eu/@ua/110327210649536365,negative,mastodon
top5,ua@osintua.eu,"<p>TRANSLATION :<br>Details of the explosion in an apartment in the Desnianskyi district of Kyiv<br>  <br>Today, the Kyiv police received information that a grenade had exploded in an apartment on Liskivska Street. The operational officer on duty immediately sent police units, an investigative team and doctors to the address.  <br>  <br>According to preliminary information, the munition detonated due to careless ha <br>Media :  <br>Archive : <a href=""https://ukraine.osintukraine.com/2023-05_12.html#437793"" rel=""nofollow noopener noreferrer"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">ukraine.osintukraine.com/2023-</span><span class=""invisible"">05_12.html#437793</span></a></p>",2023-05-07 11:55:46+00:00,2023-05-07,1:55:46+,AmplifyUkraine,https://osintua.eu/@ua/110327270377710580,negative,mastodon
top5,ua@osintua.eu,"<p>TRANSLATION :<br>Occupants started evacuating residents from Enerhodar - General Staff<br>  <br>People with Russian passports are being taken to local recreation centers in Berdiansk and Prymorsk.  <br>  <br>In addition, since yesterday, the city has run out of fuel at gas stations and ATMs are not working properly. The Internet has also partially disappeared, and food prices have risen.  <br>  <br>🇺🇦Реальная War<br>OR <br>Media : <a href=""https://ukraine.osintukraine.com/media/2023-05-07/437817.jpg"" rel=""nofollow noopener noreferrer"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">ukraine.osintukraine.com/media</span><span class=""invisible"">/2023-05-07/437817.jpg</span></a> <br>Archive : <a href=""https://ukraine.osintukraine.com/2023-05_12.html#437817"" rel=""nofollow noopener noreferrer"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">ukraine.osintukraine.com/2023-</span><span class=""invisible"">05_12.html#437817</span></a></p>",2023-05-07 12:05:08+00:00,2023-05-07,2:05:08+,AmplifyUkraine,https://osintua.eu/@ua/110327307191031448,negative,mastodon
top5,ua@osintua.eu,"<p>TRANSLATION :<br><a href=""https://osintua.eu/tags/write"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>write</span></a><br>  <br>Near Livoberezhna station, a man crossing the tracks was hit by a city train. As a result, train traffic in the direction of Pochayna is delayed.   <br>  <br>The man is severely injured but alive. Investigative actions will take time.  <br>  <br>Send news to @novosti_kieva_bot<br>👉 SUBSCRIBE<br>ORIGINAL :<br><a href=""https://osintua.eu/tags/%D0%BD%D0%B0%D0%BC%D0%BF%D0%B8%D1%88%D1%83%D1%82%D1%8C"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>нампишуть</span></a>  <br>  <br>Поблизу станції «Лівобережна» під міську електричку потрапив чоловік,  <br>Media : <a href=""https://ukraine.osintukraine.com/media/2023-05-07/437795.jpg"" rel=""nofollow noopener noreferrer"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">ukraine.osintukraine.com/media</span><span class=""invisible"">/2023-05-07/437795.jpg</span></a> <br>Archive : <a href=""https://ukraine.osintukraine.com/2023-05_12.html#437795"" rel=""nofollow noopener noreferrer"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">ukraine.osintukraine.com/2023-</span><span class=""invisible"">05_12.html#437795</span></a></p>",2023-05-07 12:05:54+00:00,2023-05-07,2:05:54+,AmplifyUkraine,https://osintua.eu/@ua/110327310192218636,negative,mastodon
top5,ua@osintua.eu,"<p>TRANSLATION :<br>Alcoholic Medvedev threatens the suspects in the Prilepin car bombing with extrajudicial execution in prison.  <br>  <br>If anything, this creature graduated from law school and even has an academic title, in addition to being a certified lawyer.  <br>  <br>Hans Frank, one of the architects of the Holocaust, by the way, was also a certified lawyer.  <br>  <br>🇺🇦Реальная War<br>ORIGINAL :<br>Алкоголік Мєдв <br>Media : <a href=""https://ukraine.osintukraine.com/media/2023-05-07/437818.jpg"" rel=""nofollow noopener noreferrer"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">ukraine.osintukraine.com/media</span><span class=""invisible"">/2023-05-07/437818.jpg</span></a> <br>Archive : <a href=""https://ukraine.osintukraine.com/2023-05_12.html#437818"" rel=""nofollow noopener noreferrer"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">ukraine.osintukraine.com/2023-</span><span class=""invisible"">05_12.html#437818</span></a></p>",2023-05-07 12:10:12+00:00,2023-05-07,2:10:12+,AmplifyUkraine,https://osintua.eu/@ua/110327327100262718,negative,mastodon
top5,ua@osintua.eu,"<p>TRANSLATION :<br>The invaders ""evacuate"" the population from the occupied territories to hide behind it<br>  <br>This was stated by Natalia Humeniuk, a spokesperson for the UC ""South"", during a telethon.  <br>  <br>""We see an imitation of caring for the local population every time the racists get a little burned out. We saw this action on the right bank, when they were active in displacing the local population.  <br>Media :  <br>Archive : <a href=""https://ukraine.osintukraine.com/2023-05_12.html#437819"" rel=""nofollow noopener noreferrer"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">ukraine.osintukraine.com/2023-</span><span class=""invisible"">05_12.html#437819</span></a></p>",2023-05-07 12:15:15+00:00,2023-05-07,2:15:15+,AmplifyUkraine,https://osintua.eu/@ua/110327347014417996,negative,mastodon
top5,ua@osintua.eu,"<p>TRANSLATION :<br>🇹🇷 In Turkey, after the devastating earthquakes on February 6, which killed 50,500 people, more than 33,000 aftershocks were recorded.  <br>  <br>@babel<br>ORIGINAL :<br>🇹🇷 У Туреччині після руйнівних землетрусів 6 лютого, які забрали життя 50,5 тисячі людей, зафіксували понад 33 тисячі підземних поштовхів.  <br>  <br>@babel<br>SOURCE :<br><a href=""https://t.me/babel/31998"" rel=""nofollow noopener noreferrer"" target=""_blank""><span class=""invisible"">https://</span><span class="""">t.me/babel/31998</span><span class=""invisible""></span></a><br>Бабель <br>Media : <a href=""https://ukraine.osintukraine.com/media/2023-05-07/437821.jpg"" rel=""nofollow noopener noreferrer"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">ukraine.osintukraine.com/media</span><span class=""invisible"">/2023-05-07/437821.jpg</span></a> <br>Archive : <a href=""https://ukraine.osintukraine.com/2023-05_12.html#437821"" rel=""nofollow noopener noreferrer"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">ukraine.osintukraine.com/2023-</span><span class=""invisible"">05_12.html#437821</span></a></p>",2023-05-07 12:25:23+00:00,2023-05-07,2:25:23+,AmplifyUkraine,https://osintua.eu/@ua/110327386820367136,negative,mastodon
top5,ua@osintua.eu,"<p>TRANSLATION :<br>Orcs began the evacuation of Yenergodar - General Staff<br>  <br>People with Russian passports are evacuated to holiday bases in Berdyansk and Primorsk. Equipment is also being removed from hospitals, and some inpatient departments are no longer functioning.   <br>  <br>In addition, since yesterday, the city has run out of fuel at gas stations and ATMs do not work properly. Also, the Internet is <br>Media : <a href=""https://ukraine.osintukraine.com/media/2023-05-07/437823.jpg"" rel=""nofollow noopener noreferrer"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">ukraine.osintukraine.com/media</span><span class=""invisible"">/2023-05-07/437823.jpg</span></a> <br>Archive : <a href=""https://ukraine.osintukraine.com/2023-05_12.html#437823"" rel=""nofollow noopener noreferrer"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">ukraine.osintukraine.com/2023-</span><span class=""invisible"">05_12.html#437823</span></a></p>",2023-05-07 12:35:30+00:00,2023-05-07,2:35:30+,AmplifyUkraine,https://osintua.eu/@ua/110327426627712636,negative,mastodon
top5,ua@osintua.eu,"<p>TRANSLATION :<br>A grenade exploded in an apartment in Desnianskyi district of Kiev, - the police said<br>  <br>Preliminarily it is established that the grenade in the apartment on Liskovska street exploded due to careless handling. No one was injured.  <br>  <br>The man who illegally stored the grenade was detained by the police.  <br>  <br>🇺🇦 Ukraine Now / Subscribe<br>ORIGINAL :<br>В&nbsp;Деснянском районе Киева в квартире  <br>Media : <a href=""https://ukraine.osintukraine.com/media/2023-05-07/437826.jpg"" rel=""nofollow noopener noreferrer"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">ukraine.osintukraine.com/media</span><span class=""invisible"">/2023-05-07/437826.jpg</span></a> <br>Archive : <a href=""https://ukraine.osintukraine.com/2023-05_12.html#437826"" rel=""nofollow noopener noreferrer"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">ukraine.osintukraine.com/2023-</span><span class=""invisible"">05_12.html#437826</span></a></p>",2023-05-07 12:50:42+00:00,2023-05-07,2:50:42+,AmplifyUkraine,https://osintua.eu/@ua/110327486387414859,negative,mastodon
top5,ua@osintua.eu,"<p>TRANSLATION :<br>Turkey Denies US Transfers C-400 Air Defense Systems to Ukraine - Turkish Foreign Minister Mevlut Cavusoglu<br>  <br>The United States requested the transfer of the Russian systems to protect the Ukrainian sky.   <br>  <br>Turkey also refused to give America access to these systems (to study them).  <br>  <br>UA Insider | Subscribe<br>ORIGINAL :<br>Турция отказала США в передаче Украине ЗРК C-400, — глава т <br>Media : <a href=""https://ukraine.osintukraine.com/media/2023-05-07/437828.jpg"" rel=""nofollow noopener noreferrer"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">ukraine.osintukraine.com/media</span><span class=""invisible"">/2023-05-07/437828.jpg</span></a> <br>Archive : <a href=""https://ukraine.osintukraine.com/2023-05_12.html#437828"" rel=""nofollow noopener noreferrer"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">ukraine.osintukraine.com/2023-</span><span class=""invisible"">05_12.html#437828</span></a></p>",2023-05-07 13:00:50+00:00,2023-05-07,3:00:50+,AmplifyUkraine,https://osintua.eu/@ua/110327526219190906,negative,mastodon
top5,ua@osintua.eu,"<p>TRANSLATION :<br>Poland will demand that the European Union impose sanctions against imports of Russian agricultural products in Europe.  <br>  <br>This was stated by Poland's permanent representative to the EU Andrzej Sadosz, writes PAP.  <br>  <br>According to Sadosz, it is unacceptable to allow Russia to import agricultural products to the EU under the pretext of alleged food security.  <br>  <br>🇺🇦 Ukraine Now / <br>Media : <a href=""https://ukraine.osintukraine.com/media/2023-05-07/437859.jpg"" rel=""nofollow noopener noreferrer"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">ukraine.osintukraine.com/media</span><span class=""invisible"">/2023-05-07/437859.jpg</span></a> <br>Archive : <a href=""https://ukraine.osintukraine.com/2023-05_12.html#437859"" rel=""nofollow noopener noreferrer"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">ukraine.osintukraine.com/2023-</span><span class=""invisible"">05_12.html#437859</span></a></p>",2023-05-07 13:15:15+00:00,2023-05-07,3:15:15+,AmplifyUkraine,https://osintua.eu/@ua/110327582947314574,negative,mastodon
top5,ua@osintua.eu,"<p>TRANSLATION :<br>""I don't think all is lost, because the main thing is not technology, but people who carry the idea. If there is no state support, we will lose our scientific potential in a few years.""<br>  <br>The building on the outskirts of Kharkiv, which houses the Faculty of Physics and Technology of Karazin University, has been under constant shelling by the Russian military for six months. During t <br>Media : <a href=""https://ukraine.osintukraine.com/media/2023-05-07/437833.jpg"" rel=""nofollow noopener noreferrer"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">ukraine.osintukraine.com/media</span><span class=""invisible"">/2023-05-07/437833.jpg</span></a> <br>Archive : <a href=""https://ukraine.osintukraine.com/2023-05_12.html#437833"" rel=""nofollow noopener noreferrer"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">ukraine.osintukraine.com/2023-</span><span class=""invisible"">05_12.html#437833</span></a></p>",2023-05-07 13:26:09+00:00,2023-05-07,3:26:09+,AmplifyUkraine,https://osintua.eu/@ua/110327625780688600,negative,mastodon
top5,ua@osintua.eu,"<p>TRANSLATION :<br>Tonight the Crimea was attacked not by 10, but by 22 UAVs.   <br>  <br>The Russian Defense Ministry claims that as many as 22 strike drones were detected and allegedly destroyed over the Black Sea last night.  <br>  <br>Insider UA | Subscribe<br>ORIGINAL :<br>Сегодня ночью Крым атаковали уже не 10, а 22 БПЛА.   <br>  <br>Минобороны РФ заявляет, что ночью над Черным морем были обнаружены и якобы  уничтожены  <br>Media :  <br>Archive : <a href=""https://ukraine.osintukraine.com/2023-05_12.html#437834"" rel=""nofollow noopener noreferrer"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">ukraine.osintukraine.com/2023-</span><span class=""invisible"">05_12.html#437834</span></a></p>",2023-05-07 13:31:13+00:00,2023-05-07,3:31:13+,AmplifyUkraine,https://osintua.eu/@ua/110327645698666712,negative,mastodon
top5,ua@osintua.eu,"<p>TRANSLATION :<br>Woman killed in car-truck collision in Odesa region<br>  <br>On the M-14 Odesa-Novoazovsk highway, a truck and a car driven by a woman collided. She died in hospital as a result of her injuries.  <br>  <br>The 42-year-old driver lost control and drove into the oncoming lane, where she collided with the truck.  <br>  <br>Send the news to @our_odessabot<br>👉 SUBSCRIBE<br>ORIGINAL :<br>Внаслідок зіткнення авто т <br>Media : <a href=""https://ukraine.osintukraine.com/media/2023-05-07/437835.jpg"" rel=""nofollow noopener noreferrer"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">ukraine.osintukraine.com/media</span><span class=""invisible"">/2023-05-07/437835.jpg</span></a> <br>Archive : <a href=""https://ukraine.osintukraine.com/2023-05_12.html#437835"" rel=""nofollow noopener noreferrer"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">ukraine.osintukraine.com/2023-</span><span class=""invisible"">05_12.html#437835</span></a></p>",2023-05-07 13:36:17+00:00,2023-05-07,3:36:17+,AmplifyUkraine,https://osintua.eu/@ua/110327665595787484,negative,mastodon
top5,ua@osintua.eu,"<p>TRANSLATION :<br>Another failure: a pothole appeared on Akademichna Street<br>  <br>A deep hole has formed near the tram stop ""Intermodal Base of Sailors"", right on the sidewalk, near the manhole.  <br>  <br>This is the pedestrian route from 10 April Square and Arcadia to Frantsuzsky Boulevard and the sanatoriums, where many people, children and young mothers with strollers walk every day.  <br>  <br>The pit has not b <br>Media : <a href=""https://ukraine.osintukraine.com/media/2023-05-07/437872.jpg"" rel=""nofollow noopener noreferrer"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">ukraine.osintukraine.com/media</span><span class=""invisible"">/2023-05-07/437872.jpg</span></a> <br>Archive : <a href=""https://ukraine.osintukraine.com/2023-05_12.html#437872"" rel=""nofollow noopener noreferrer"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">ukraine.osintukraine.com/2023-</span><span class=""invisible"">05_12.html#437872</span></a></p>",2023-05-07 14:21:09+00:00,2023-05-07,4:21:09+,AmplifyUkraine,https://osintua.eu/@ua/110327842014335000,negative,mastodon
top5,ua@osintua.eu,"<p>TRANSLATION :<br>The Russians are very worried about a counteroffensive, and for good reason, - Kim<br>  <br>""They flew around Mykolaiv, flew in and used drones to search for something. They are actively behaving on their territory, fussing and running around. But according to the interception of intelligence, they are very, very worried that all this will happen now (counteroffensive - ed.) and not withou <br>Media : <a href=""https://ukraine.osintukraine.com/media/2023-05-07/437899.MP4"" rel=""nofollow noopener noreferrer"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">ukraine.osintukraine.com/media</span><span class=""invisible"">/2023-05-07/437899.MP4</span></a> <br>Archive : <a href=""https://ukraine.osintukraine.com/2023-05_12.html#437899"" rel=""nofollow noopener noreferrer"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">ukraine.osintukraine.com/2023-</span><span class=""invisible"">05_12.html#437899</span></a></p>",2023-05-07 15:00:52+00:00,2023-05-07,5:00:52+,AmplifyUkraine,https://osintua.eu/@ua/110327998208242781,negative,mastodon
top5,ua@osintua.eu,"<p>TRANSLATION :<br>OFFICIAL MEETING of General Valeriy Zaluzhny @CinCAFU with General Carsten Breuer, Inspector General of the Bundeswehr<br>  <br>I was pleased to welcome General Carsten Breuer, Inspector General of the Bundeswehr, to Ukraine this week on an official visit.  <br>  <br>We had a constructive conversation. I described the situation at the frontline and spoke about the preparations of the Security an <br>Media : <a href=""https://ukraine.osintukraine.com/media/2023-05-07/437903.jpg"" rel=""nofollow noopener noreferrer"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">ukraine.osintukraine.com/media</span><span class=""invisible"">/2023-05-07/437903.jpg</span></a> <br>Archive : <a href=""https://ukraine.osintukraine.com/2023-05_12.html#437903"" rel=""nofollow noopener noreferrer"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">ukraine.osintukraine.com/2023-</span><span class=""invisible"">05_12.html#437903</span></a></p>",2023-05-07 15:21:08+00:00,2023-05-07,5:21:08+,AmplifyUkraine,https://osintua.eu/@ua/110328077902731791,positive,mastodon
top5,ua@osintua.eu,"<p>TRANSLATION :<br>Over the last day the enemy continued to terrorize civilians in Kharkiv, Chuhuiv, Izyum and Kupiansk districts of the region, - Oleh Syniehubov<br>  <br>In particular, Vovchansk, Chervona Zorya, Udy, Vetarine, Kozacha Lopan, Staritsa, Krasne Pershe, Novomlynsk, Dvorichna, Lyman Pershe and other localities were under enemy fire.  <br>  <br>▪️Вчора At about 17:25, the enemy launched a missile atta <br>Media : <a href=""https://ukraine.osintukraine.com/media/2023-05-06/436691.jpg"" rel=""nofollow noopener noreferrer"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">ukraine.osintukraine.com/media</span><span class=""invisible"">/2023-05-06/436691.jpg</span></a> <br>Archive : <a href=""https://ukraine.osintukraine.com/2023-05_10.html#436691"" rel=""nofollow noopener noreferrer"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">ukraine.osintukraine.com/2023-</span><span class=""invisible"">05_10.html#436691</span></a></p>",2023-05-06 07:00:49+00:00,2023-05-06,7:00:49+,AmplifyUkraine,https://osintua.eu/@ua/110320448270541870,negative,mastodon
top5,ua@osintua.eu,"<p>TRANSLATION :<br>Yesterday, the enemy continued to terrorize civilians in Kharkiv, Chuhuiv, Izyum and Kupiansk districts of the region<br>  <br>In particular, Vovchansk, Chervona Zorya, Udy, Vetarine, Kozacha Lopan, Staritsa, Krasne Pershe, Novomlynsk, Dvorichna, Lyman Pershe and other localities were under enemy fire.  <br>  <br>▪️Вчора At about 17:25, the enemy launched a missile attack on Chystovodivka villag <br>Media : <a href=""https://ukraine.osintukraine.com/media/2023-05-06/436692.jpg"" rel=""nofollow noopener noreferrer"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">ukraine.osintukraine.com/media</span><span class=""invisible"">/2023-05-06/436692.jpg</span></a> <br>Archive : <a href=""https://ukraine.osintukraine.com/2023-05_10.html#436692"" rel=""nofollow noopener noreferrer"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">ukraine.osintukraine.com/2023-</span><span class=""invisible"">05_10.html#436692</span></a></p>",2023-05-06 07:05:53+00:00,2023-05-06,7:05:53+,AmplifyUkraine,https://osintua.eu/@ua/110320468176746426,negative,mastodon
top5,ua@osintua.eu,"<p>TRANSLATION :<br>❗️В ISW analyzed the Bachmuth hysterics of Prihzhin<br>  <br>The visible and internal anger of ""Putin's cook"" demonstrates that Bakhmut is no longer a priority for the Russian Defense Ministry. Nevertheless, Prikhozhin does not abandon his attempts to take over the town completely.  <br>  <br>Analysts added that if Prigozhin really wants to retreat, he will still need help from the Defense Minis <br>Media : <a href=""https://ukraine.osintukraine.com/media/2023-05-06/436732.jpg"" rel=""nofollow noopener noreferrer"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">ukraine.osintukraine.com/media</span><span class=""invisible"">/2023-05-06/436732.jpg</span></a> <br>Archive : <a href=""https://ukraine.osintukraine.com/2023-05_10.html#436732"" rel=""nofollow noopener noreferrer"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">ukraine.osintukraine.com/2023-</span><span class=""invisible"">05_10.html#436732</span></a></p>",2023-05-06 07:10:12+00:00,2023-05-06,7:10:12+,AmplifyUkraine,https://osintua.eu/@ua/110320485195955917,negative,mastodon
top5,ua@osintua.eu,"<p>TRANSLATION :<br>Kharkiv region. May 6<br>  <br>Yesterday, the enemy continued to terrorize the civilian population of Kharkiv, Chuhuiv, Izyum and Kupiansk districts of the region.  <br>  <br>In particular, Vovchansk, Chervona Zorya, Udy, Vetarine, Kozacha Lopan, Staritsa, Krasne Pershne, Novomlynsk, Dvorichna, Lyman Pershne and other localities were under enemy fire.  <br>  <br>▪️Вчора At about 17:25, the enemy launc <br>Media : <a href=""https://ukraine.osintukraine.com/media/2023-05-06/436695.jpg"" rel=""nofollow noopener noreferrer"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">ukraine.osintukraine.com/media</span><span class=""invisible"">/2023-05-06/436695.jpg</span></a> <br>Archive : <a href=""https://ukraine.osintukraine.com/2023-05_10.html#436695"" rel=""nofollow noopener noreferrer"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">ukraine.osintukraine.com/2023-</span><span class=""invisible"">05_10.html#436695</span></a></p>",2023-05-06 07:21:04+00:00,2023-05-06,7:21:04+,AmplifyUkraine,https://osintua.eu/@ua/110320527896087707,negative,mastodon
top5,ua@osintua.eu,"<p>TRANSLATION :<br>Animal rights activists are outraged and have appealed to the police because people are allowed to hold lion cubs in one of the contact zoos in Kyiv region<br>  <br>Send news @novosti_kieva_bot<br>👉 SUBSCRIBE<br>ORIGINAL :<br>Зоозахисники обурені і звернулись до поліції через те, що в одному з контактних звіринців на Київщині людям дозволяють тримати на руках левенят  <br>  <br>Надіслати новину @novosti <br>Media : <a href=""https://ukraine.osintukraine.com/media/2023-05-06/436697.jpg"" rel=""nofollow noopener noreferrer"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">ukraine.osintukraine.com/media</span><span class=""invisible"">/2023-05-06/436697.jpg</span></a> <br>Archive : <a href=""https://ukraine.osintukraine.com/2023-05_10.html#436697"" rel=""nofollow noopener noreferrer"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">ukraine.osintukraine.com/2023-</span><span class=""invisible"">05_10.html#436697</span></a></p>",2023-05-06 07:31:11+00:00,2023-05-06,7:31:11+,AmplifyUkraine,https://osintua.eu/@ua/110320567682854619,negative,mastodon
top5,ua@osintua.eu,"<p>TRANSLATION :<br>""Unparalleled"" Dagger shot down over Kyiv region!<br>  <br>It happened during a night attack on May 4. The X-47 missile was fired by a MiG-31K from the territory of Russia.   <br>  <br>🇺🇦""Patriot""💪 - shared his impressions the Commander of the Air Force of the Armed Forces of Ukraine Lieutenant General Mykola Oleshchuk.   <br>  <br><a href=""https://t.me/operativnoZSU"" rel=""nofollow noopener noreferrer"" target=""_blank""><span class=""invisible"">https://</span><span class="""">t.me/operativnoZSU</span><span class=""invisible""></span></a><br>ORIGINAL :<br>Над Київщиною збили «не имеющ <br>Media : <a href=""https://ukraine.osintukraine.com/media/2023-05-06/436741.jpg"" rel=""nofollow noopener noreferrer"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">ukraine.osintukraine.com/media</span><span class=""invisible"">/2023-05-06/436741.jpg</span></a> <br>Archive : <a href=""https://ukraine.osintukraine.com/2023-05_10.html#436741"" rel=""nofollow noopener noreferrer"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">ukraine.osintukraine.com/2023-</span><span class=""invisible"">05_10.html#436741</span></a></p>",2023-05-06 07:55:46+00:00,2023-05-06,7:55:46+,AmplifyUkraine,https://osintua.eu/@ua/110320664363812020,negative,mastodon
